,serialtarjeta,idsam,fechahoraevento,producto,montoevento,consecutivoevento,identidad,tipoevento,latitude,longitude,idrutaestacion,tipotransporte,ymd,year,month,day,hour
169795,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 19:15:10,MO,2300,8528,3,4,-25.37527,-57.39886,0192,1,2022-10-29 (Vi),2022,10,29,19
176505,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 18:32:40,MO,2300,8527,3,4,-25.37746,-57.39817,0193,1,2022-10-29 (Vi),2022,10,29,18
181037,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 18:10:54,MO,2300,8526,3,4,-25.38647,-57.36635,0192,1,2022-10-29 (Vi),2022,10,29,18
181059,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 18:10:48,MO,2300,8525,3,4,-25.38675,-57.3657,0192,1,2022-10-29 (Vi),2022,10,29,18
181681,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 18:08:00,MO,2300,8524,3,4,-25.39227,-57.35478,0192,1,2022-10-29 (Vi),2022,10,29,18
183704,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 17:59:04,MO,2300,8523,3,4,-25.39624,-57.34785,0192,1,2022-10-29 (Vi),2022,10,29,17
183767,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 17:58:50,MO,2300,8522,3,4,-25.39624,-57.34785,0192,1,2022-10-29 (Vi),2022,10,29,17
183782,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 17:58:46,MO,2300,8521,3,4,-25.39624,-57.34785,0192,1,2022-10-29 (Vi),2022,10,29,17
198620,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 17:18:34,MO,2300,8520,3,4,-25.36855,-57.38078,0193,1,2022-10-29 (Vi),2022,10,29,17
200101,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 17:15:34,MO,2300,8519,3,4,-25.36535,-57.38772,0193,1,2022-10-29 (Vi),2022,10,29,17
200293,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 17:15:10,MO,2300,8518,3,4,-25.36513,-57.38985,0193,1,2022-10-29 (Vi),2022,10,29,17
208694,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:57:58,MO,2300,8517,3,4,-25.37765,-57.39829,0193,1,2022-10-29 (Vi),2022,10,29,16
215798,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:42:20,MO,2300,8516,3,4,-25.38844,-57.36237,0192,1,2022-10-29 (Vi),2022,10,29,16
215854,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:42:14,MO,2300,8515,3,4,-25.38905,-57.36117,0192,1,2022-10-29 (Vi),2022,10,29,16
215886,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:42:10,MO,2300,8514,3,4,-25.38905,-57.36117,0192,1,2022-10-29 (Vi),2022,10,29,16
215930,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:42:04,MO,2300,8513,3,4,-25.38954,-57.36023,0192,1,2022-10-29 (Vi),2022,10,29,16
215953,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:42:00,MO,2300,8512,3,4,-25.38954,-57.36023,0192,1,2022-10-29 (Vi),2022,10,29,16
216006,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:41:54,MO,2300,8511,3,4,-25.39004,-57.35931,0192,1,2022-10-29 (Vi),2022,10,29,16
216030,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:41:50,MO,2300,8510,3,4,-25.39062,-57.35819,0192,1,2022-10-29 (Vi),2022,10,29,16
216079,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:41:44,MO,2300,8509,3,4,-25.39062,-57.35819,0192,1,2022-10-29 (Vi),2022,10,29,16
216116,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:41:40,MO,2300,8508,3,4,-25.39062,-57.35819,0192,1,2022-10-29 (Vi),2022,10,29,16
216162,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:41:34,MO,2300,8507,3,4,-25.39108,-57.35731,0192,1,2022-10-29 (Vi),2022,10,29,16
216190,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:41:30,MO,2300,8506,3,4,-25.39108,-57.35731,0192,1,2022-10-29 (Vi),2022,10,29,16
216266,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:41:20,MO,2300,8505,3,4,-25.39148,-57.35657,0192,1,2022-10-29 (Vi),2022,10,29,16
220521,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:31:36,MO,2300,8503,3,4,-25.39618,-57.34781,0192,1,2022-10-29 (Vi),2022,10,29,16
225136,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:21:38,MO,2300,8502,3,4,-25.38607,-57.36758,0193,1,2022-10-29 (Vi),2022,10,29,16
226461,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:18:52,MO,2300,8501,3,4,-25.37874,-57.38581,0193,1,2022-10-29 (Vi),2022,10,29,16
228028,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:15:30,MO,2300,8500,3,4,-25.38195,-57.37116,0193,1,2022-10-29 (Vi),2022,10,29,16
228077,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:15:24,MO,2300,8499,3,4,-25.38128,-57.37138,0193,1,2022-10-29 (Vi),2022,10,29,16
228104,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:15:20,MO,2300,8498,3,4,-25.38128,-57.37138,0193,1,2022-10-29 (Vi),2022,10,29,16
228140,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:15:14,MO,2300,8497,3,4,-25.38079,-57.3716,0193,1,2022-10-29 (Vi),2022,10,29,16
228168,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:15:10,MO,2300,8496,3,4,-25.38079,-57.3716,0193,1,2022-10-29 (Vi),2022,10,29,16
229466,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:12:14,MO,2300,8495,3,4,-25.37002,-57.37729,0193,1,2022-10-29 (Vi),2022,10,29,16
229502,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:12:10,MO,2300,8494,3,4,-25.37002,-57.37729,0193,1,2022-10-29 (Vi),2022,10,29,16
229566,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:12:04,MO,2300,8493,3,4,-25.36992,-57.37761,0193,1,2022-10-29 (Vi),2022,10,29,16
232289,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:06:30,MO,2300,8492,3,4,-25.36509,-57.39695,0193,1,2022-10-29 (Vi),2022,10,29,16
232674,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 16:05:44,MO,2300,8491,3,4,-25.36738,-57.39794,0193,1,2022-10-29 (Vi),2022,10,29,16
241718,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:46:06,MO,2300,8490,3,4,-25.37147,-57.37503,0192,1,2022-10-29 (Vi),2022,10,29,15
241771,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:46:00,MO,2300,8489,3,4,-25.37147,-57.37503,0192,1,2022-10-29 (Vi),2022,10,29,15
242935,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:43:28,MO,2300,8488,3,4,-25.38127,-57.37137,0192,1,2022-10-29 (Vi),2022,10,29,15
243296,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:42:40,MO,2300,8487,3,4,-25.38338,-57.37115,0192,1,2022-10-29 (Vi),2022,10,29,15
247417,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:34:06,MO,2300,8486,3,4,-25.39622,-57.34902,0192,1,2022-10-29 (Vi),2022,10,29,15
247452,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:34:02,MO,2300,8485,3,4,-25.39622,-57.34902,0192,1,2022-10-29 (Vi),2022,10,29,15
247893,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:33:02,MO,2300,8484,3,4,-25.39625,-57.34785,0192,1,2022-10-29 (Vi),2022,10,29,15
251479,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:25:30,MO,2300,8483,3,4,-25.39053,-57.35848,0193,1,2022-10-29 (Vi),2022,10,29,15
257486,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:13:08,MO,2300,8482,3,4,-25.3707,-57.37593,0193,1,2022-10-29 (Vi),2022,10,29,15
257926,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:12:10,MO,2300,8481,3,4,-25.36918,-57.37931,0193,1,2022-10-29 (Vi),2022,10,29,15
259050,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:09:44,MO,2300,8480,3,4,-25.36539,-57.38728,0192,1,2022-10-29 (Vi),2022,10,29,15
259110,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:09:38,MO,2300,8479,3,4,-25.36539,-57.38728,0192,1,2022-10-29 (Vi),2022,10,29,15
261358,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:05:02,MO,2300,8478,3,4,-25.37469,-57.39869,0192,1,2022-10-29 (Vi),2022,10,29,15
261808,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:04:04,MO,2300,8477,3,4,-25.37724,-57.39841,0192,1,2022-10-29 (Vi),2022,10,29,15
261856,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 15:03:58,MO,2300,8476,3,4,-25.37724,-57.39841,0192,1,2022-10-29 (Vi),2022,10,29,15
278984,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 14:25:40,MO,2300,8474,3,4,-25.39611,-57.34784,0192,1,2022-10-29 (Vi),2022,10,29,14
287594,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 14:07:22,MO,2300,8473,3,4,-25.36845,-57.38085,0193,1,2022-10-29 (Vi),2022,10,29,14
287641,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 14:07:16,MO,2300,8472,3,4,-25.36793,-57.38184,0193,1,2022-10-29 (Vi),2022,10,29,14
288544,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 14:05:20,MO,2300,8471,3,4,-25.36527,-57.3886,0193,1,2022-10-29 (Vi),2022,10,29,14
289861,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 14:02:18,MO,2300,8470,3,4,-25.36852,-57.3981,0193,1,2022-10-29 (Vi),2022,10,29,14
289905,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 14:02:12,MO,2300,8469,3,4,-25.36873,-57.39812,0193,1,2022-10-29 (Vi),2022,10,29,14
290721,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 14:00:24,MO,2300,8468,3,4,-25.37494,-57.39877,0193,1,2022-10-29 (Vi),2022,10,29,14
297754,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 13:44:56,MO,2300,8467,3,4,-25.37036,-57.37651,0192,1,2022-10-29 (Vi),2022,10,29,13
297798,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 13:44:50,MO,2300,8466,3,4,-25.3709,-57.37568,0192,1,2022-10-29 (Vi),2022,10,29,13
315619,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 13:09:50,MO,2300,8465,3,4,-25.36767,-57.38221,0193,1,2022-10-29 (Vi),2022,10,29,13
333626,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 12:37:10,MO,2300,8464,3,4,-25.39167,-57.35587,0192,1,2022-10-29 (Vi),2022,10,29,12
334764,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 12:35:20,MO,2300,8463,3,4,-25.39309,-57.3532,0192,1,2022-10-29 (Vi),2022,10,29,12
339748,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 12:27:18,MO,2300,8462,3,4,-25.39644,-57.34823,0192,1,2022-10-29 (Vi),2022,10,29,12
367339,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:38:12,MO,2300,8461,3,4,-25.39305,-57.35321,0192,1,2022-10-29 (Vi),2022,10,29,11
367598,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:37:34,MO,2300,8460,3,4,-25.3933,-57.35275,0192,1,2022-10-29 (Vi),2022,10,29,11
367811,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:37:06,MO,2300,8459,3,4,-25.39366,-57.35207,0192,1,2022-10-29 (Vi),2022,10,29,11
368171,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:36:16,MO,2300,8458,3,4,-25.3945,-57.3504,0192,1,2022-10-29 (Vi),2022,10,29,11
368274,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:36:02,MO,2300,8457,3,4,-25.39462,-57.3501,0192,1,2022-10-29 (Vi),2022,10,29,11
368299,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:35:58,MO,2300,8456,3,4,-25.39462,-57.3501,0192,1,2022-10-29 (Vi),2022,10,29,11
368892,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:34:36,MO,2300,8455,3,4,-25.39561,-57.34964,0192,1,2022-10-29 (Vi),2022,10,29,11
376804,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:16:02,MO,2300,8454,3,4,-25.37802,-57.37272,0193,1,2022-10-29 (Vi),2022,10,29,11
376861,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 11:15:54,MO,2300,8453,3,4,-25.37723,-57.37276,0193,1,2022-10-29 (Vi),2022,10,29,11
387322,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 10:50:00,MO,2300,8451,3,4,-25.3642,-57.39312,0192,1,2022-10-29 (Vi),2022,10,29,10
393693,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 10:33:18,MO,2300,8450,3,4,-25.39585,-57.34959,0192,1,2022-10-29 (Vi),2022,10,29,10
395085,18f6e00ec04d8e05438254c3b1e8502b,041f15d2955d80,2022-10-29 10:29:40,MO,2300,8449,3,4,-25.39613,-57.34784,0193,1,2022-10-29 (Vi),2022,10,29,10
403106,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 10:09:38,MO,2300,8448,3,4,-25.38175,-57.37124,0193,1,2022-10-29 (Vi),2022,10,29,10
403623,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 10:08:20,MO,2300,8447,3,4,-25.37677,-57.37275,0193,1,2022-10-29 (Vi),2022,10,29,10
404595,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 10:05:52,MO,2300,8446,3,4,-25.36848,-57.38071,0193,1,2022-10-29 (Vi),2022,10,29,10
404630,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 10:05:48,MO,2300,8445,3,4,-25.36848,-57.38071,0193,1,2022-10-29 (Vi),2022,10,29,10
406117,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 10:02:04,MO,2300,8444,3,4,-25.36482,-57.39637,0193,1,2022-10-29 (Vi),2022,10,29,10
406157,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 10:01:58,MO,2300,8443,3,4,-25.36482,-57.39637,0193,1,2022-10-29 (Vi),2022,10,29,10
415109,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 09:39:14,MO,2300,8442,3,4,-25.39066,-57.35786,0192,1,2022-10-29 (Vi),2022,10,29,9
416773,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 09:35:20,MO,2300,8441,3,4,-25.39373,-57.35197,0192,1,2022-10-29 (Vi),2022,10,29,9
426574,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 09:11:52,MO,2300,8440,3,4,-25.38058,-57.3717,0193,1,2022-10-29 (Vi),2022,10,29,9
428169,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 09:07:52,MO,2300,8439,3,4,-25.36728,-57.38278,0193,1,2022-10-29 (Vi),2022,10,29,9
428900,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 09:06:14,MO,2300,8438,3,4,-25.3653,-57.38825,0193,1,2022-10-29 (Vi),2022,10,29,9
430087,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 09:03:20,MO,2300,8437,3,4,-25.37051,-57.39806,0193,1,2022-10-29 (Vi),2022,10,29,9
432275,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:58:10,MO,2300,8436,3,4,-25.37895,-57.39879,0193,1,2022-10-29 (Vi),2022,10,29,8
435157,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:51:06,MO,2300,8435,3,4,-25.37003,-57.39811,0192,1,2022-10-29 (Vi),2022,10,29,8
437370,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:46:12,MO,2300,8434,3,4,-25.36702,-57.38311,0192,1,2022-10-29 (Vi),2022,10,29,8
437631,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:45:34,MO,2300,8433,3,4,-25.36817,-57.38139,0192,1,2022-10-29 (Vi),2022,10,29,8
437679,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:45:28,MO,2300,8432,3,4,-25.36817,-57.38139,0192,1,2022-10-29 (Vi),2022,10,29,8
439021,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:42:34,MO,2300,8431,3,4,-25.37607,-57.37289,0192,1,2022-10-29 (Vi),2022,10,29,8
442879,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:34:12,MO,2300,8430,3,4,-25.39214,-57.35514,0192,1,2022-10-29 (Vi),2022,10,29,8
444788,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:30:26,MO,2300,8429,3,4,-25.39604,-57.34943,0192,1,2022-10-29 (Vi),2022,10,29,8
444823,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:30:22,MO,2300,8428,3,4,-25.39622,-57.34907,0192,1,2022-10-29 (Vi),2022,10,29,8
444885,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:30:16,MO,2300,8427,3,4,-25.39622,-57.34907,0192,1,2022-10-29 (Vi),2022,10,29,8
448729,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:22:28,MO,2300,8426,3,4,-25.39614,-57.34784,0192,1,2022-10-29 (Vi),2022,10,29,8
448768,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-29 08:22:24,MO,2300,8425,3,4,-25.39614,-57.34784,0192,1,2022-10-29 (Vi),2022,10,29,8
605661,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 20:18:14,MO,2300,8423,3,4,-25.36486,-57.39648,0193,1,2022-10-28 (Ju),2022,10,28,20
609696,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 20:07:42,MO,2300,8422,3,4,-25.39075,-57.35772,0193,1,2022-10-28 (Ju),2022,10,28,20
609718,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 20:07:38,MO,2300,8421,3,4,-25.39075,-57.35772,0193,1,2022-10-28 (Ju),2022,10,28,20
614020,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 19:56:44,MO,2300,8420,3,4,-25.39611,-57.34782,0193,1,2022-10-28 (Ju),2022,10,28,19
614066,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 19:56:38,MO,2300,8419,3,4,-25.39611,-57.34782,0193,1,2022-10-28 (Ju),2022,10,28,19
623107,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 19:35:30,MO,2300,8418,3,4,-25.37474,-57.39875,0192,1,2022-10-28 (Ju),2022,10,28,19
623156,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 19:35:24,MO,2300,8417,3,4,-25.37474,-57.39875,0192,1,2022-10-28 (Ju),2022,10,28,19
623197,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 19:35:18,MO,2300,8416,3,4,-25.3752,-57.39888,0192,1,2022-10-28 (Ju),2022,10,28,19
623250,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 19:35:12,MO,2300,8415,3,4,-25.37566,-57.39893,0192,1,2022-10-28 (Ju),2022,10,28,19
638558,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 19:06:40,MO,2300,8414,3,4,-25.39265,-57.35397,0192,1,2022-10-28 (Ju),2022,10,28,19
639921,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 19:04:28,MO,2300,8413,3,4,-25.3947,-57.35009,0192,1,2022-10-28 (Ju),2022,10,28,19
644923,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:55:24,MO,2300,8412,3,4,-25.39611,-57.34779,0192,1,2022-10-28 (Ju),2022,10,28,18
644973,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:55:18,MO,2300,8411,3,4,-25.39611,-57.3478,0192,1,2022-10-28 (Ju),2022,10,28,18
654816,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:39:46,MO,2300,8410,3,4,-25.38013,-57.37198,0193,1,2022-10-28 (Ju),2022,10,28,18
654869,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:39:42,MO,2300,8409,3,4,-25.37985,-57.37212,0193,1,2022-10-28 (Ju),2022,10,28,18
661621,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:30:22,MO,2300,8408,3,4,-25.3739,-57.39845,0193,1,2022-10-28 (Ju),2022,10,28,18
663698,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:27:38,MO,2300,8407,3,4,-25.37844,-57.39855,0193,1,2022-10-28 (Ju),2022,10,28,18
663747,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:27:34,MO,2300,8406,3,4,-25.37881,-57.39872,0193,1,2022-10-28 (Ju),2022,10,28,18
672675,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:17:04,MO,2300,8404,3,4,-25.36452,-57.39185,0192,1,2022-10-28 (Ju),2022,10,28,18
674671,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:15:04,MO,2300,8403,3,4,-25.36725,-57.38279,0192,1,2022-10-28 (Ju),2022,10,28,18
676774,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:12:44,MO,2300,8402,3,4,-25.37442,-57.37326,0192,1,2022-10-28 (Ju),2022,10,28,18
682779,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:06:30,MO,2300,8401,3,4,-25.39142,-57.35641,0192,1,2022-10-28 (Ju),2022,10,28,18
683811,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:05:28,MO,2300,8400,3,4,-25.3926,-57.3541,0192,1,2022-10-28 (Ju),2022,10,28,18
688167,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:00:34,MO,2300,8399,3,4,-25.39619,-57.34782,0192,1,2022-10-28 (Ju),2022,10,28,18
688232,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 18:00:30,MO,2300,8398,3,4,-25.39619,-57.34782,0192,1,2022-10-28 (Ju),2022,10,28,18
728934,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:16:50,MO,2300,8397,3,4,-25.3675,-57.38256,0193,1,2022-10-28 (Ju),2022,10,28,17
729172,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:16:36,MO,2300,8396,3,4,-25.36742,-57.38267,0193,1,2022-10-28 (Ju),2022,10,28,17
729259,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:16:30,MO,2300,8395,3,4,-25.36724,-57.38288,0193,1,2022-10-28 (Ju),2022,10,28,17
729351,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:16:24,MO,2300,8394,3,4,-25.36724,-57.38288,0193,1,2022-10-28 (Ju),2022,10,28,17
729457,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:16:18,MO,2300,8393,3,4,-25.36691,-57.38331,0193,1,2022-10-28 (Ju),2022,10,28,17
729529,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:16:14,MO,2300,8392,3,4,-25.36647,-57.38384,0193,1,2022-10-28 (Ju),2022,10,28,17
729637,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:16:08,MO,2300,8391,3,4,-25.36647,-57.38384,0193,1,2022-10-28 (Ju),2022,10,28,17
729735,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:16:02,MO,2300,8390,3,4,-25.36603,-57.38439,0193,1,2022-10-28 (Ju),2022,10,28,17
729816,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:15:58,MO,2300,8389,3,4,-25.36603,-57.38439,0193,1,2022-10-28 (Ju),2022,10,28,17
729914,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:15:52,MO,2300,8388,3,4,-25.36581,-57.38505,0193,1,2022-10-28 (Ju),2022,10,28,17
729965,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:15:48,MO,2300,8387,3,4,-25.36581,-57.38505,0193,1,2022-10-28 (Ju),2022,10,28,17
730075,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:15:42,MO,2300,8386,3,4,-25.36568,-57.38574,0193,1,2022-10-28 (Ju),2022,10,28,17
730138,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-28 17:15:38,MO,2300,8385,3,4,-25.36568,-57.38574,0193,1,2022-10-28 (Ju),2022,10,28,17
