,serialtarjeta,idsam,fechahoraevento,producto,montoevento,consecutivoevento,identidad,tipoevento,latitude,longitude,idrutaestacion,tipotransporte,ymd,year,month,day,hour
13273857,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 13:04:32,MO,2200,5834,3,4,-25.37737,-57.39822,0193,1,2022-10-05 (Ma),2022,10,5,13
13280168,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:53:34,MO,2300,5833,3,4,-25.36689,-57.39794,0192,1,2022-10-05 (Ma),2022,10,5,12
13280434,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:53:04,MO,2300,5832,3,4,-25.36578,-57.39795,0192,1,2022-10-05 (Ma),2022,10,5,12
13281755,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:50:54,MO,2300,5831,3,4,-25.36447,-57.39189,0192,1,2022-10-05 (Ma),2022,10,5,12
13284404,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:46:46,MO,2300,5830,3,4,-25.37229,-57.3741,0192,1,2022-10-05 (Ma),2022,10,5,12
13289287,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:39:00,MO,2300,5829,3,4,-25.3925,-57.35419,0192,1,2022-10-05 (Ma),2022,10,5,12
13292527,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:34:08,MO,2300,5828,3,4,-25.39585,-57.34966,0192,1,2022-10-05 (Ma),2022,10,5,12
13292887,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:33:36,MO,2300,5827,3,4,-25.39615,-57.34914,0192,1,2022-10-05 (Ma),2022,10,5,12
13293459,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:32:44,MO,2300,5826,3,4,-25.39649,-57.34825,0192,1,2022-10-05 (Ma),2022,10,5,12
13294702,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:30:58,MO,2300,5825,3,4,-25.3961,-57.34784,0192,1,2022-10-05 (Ma),2022,10,5,12
13303777,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:17:04,MO,2300,5824,3,4,-25.37901,-57.3843,0193,1,2022-10-05 (Ma),2022,10,5,12
13308824,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:09:52,MO,2300,5823,3,4,-25.3699,-57.37756,0193,1,2022-10-05 (Ma),2022,10,5,12
13310253,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 12:07:46,MO,2300,5822,3,4,-25.36601,-57.38443,0193,1,2022-10-05 (Ma),2022,10,5,12
13315395,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:59:46,MO,2300,5821,3,4,-25.37942,-57.39882,0193,1,2022-10-05 (Ma),2022,10,5,11
13315440,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:59:42,MO,2300,5820,3,4,-25.37942,-57.39882,0193,1,2022-10-05 (Ma),2022,10,5,11
13315472,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:59:38,MO,2300,5819,3,4,-25.37942,-57.39882,0193,1,2022-10-05 (Ma),2022,10,5,11
13315511,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:59:34,MO,2300,5818,3,4,-25.37942,-57.39882,0193,1,2022-10-05 (Ma),2022,10,5,11
13321066,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:48:42,MO,1300,5814,3,4,-25.36417,-57.39349,0192,1,2022-10-05 (Ma),2022,10,5,11
13321067,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:48:42,CR,1000,5815,3,4,-25.36417,-57.39349,0192,1,2022-10-05 (Ma),2022,10,5,11
13321129,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:48:36,MO,2300,5813,3,4,-25.36417,-57.39349,0192,1,2022-10-05 (Ma),2022,10,5,11
13321385,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:48:02,MO,2300,5812,3,4,-25.36477,-57.39098,0192,1,2022-10-05 (Ma),2022,10,5,11
13321433,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:47:56,MO,2300,5811,3,4,-25.36477,-57.39098,0192,1,2022-10-05 (Ma),2022,10,5,11
13322421,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:46:00,MO,2300,5810,3,4,-25.36661,-57.38353,0192,1,2022-10-05 (Ma),2022,10,5,11
13327061,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:36:58,MO,2300,5809,3,4,-25.39164,-57.35603,0192,1,2022-10-05 (Ma),2022,10,5,11
13327642,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:35:50,MO,2300,5808,3,4,-25.39316,-57.35316,0192,1,2022-10-05 (Ma),2022,10,5,11
13328596,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:33:58,MO,2300,5807,3,4,-25.39447,-57.35074,0192,1,2022-10-05 (Ma),2022,10,5,11
13329369,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:32:32,MO,2300,5806,3,4,-25.39593,-57.34948,0192,1,2022-10-05 (Ma),2022,10,5,11
13332473,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:26:12,MO,2300,5805,3,4,-25.3939,-57.35198,0192,1,2022-10-05 (Ma),2022,10,5,11
13335918,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:19:22,MO,2300,5804,3,4,-25.38407,-57.37139,0193,1,2022-10-05 (Ma),2022,10,5,11
13339631,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:12:04,MO,2300,5803,3,4,-25.36536,-57.38764,0193,1,2022-10-05 (Ma),2022,10,5,11
13341193,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:09:06,MO,2300,5802,3,4,-25.36589,-57.39796,0193,1,2022-10-05 (Ma),2022,10,5,11
13341232,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:09:02,MO,2300,5801,3,4,-25.36658,-57.39801,0193,1,2022-10-05 (Ma),2022,10,5,11
13341276,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:58,MO,2300,5800,3,4,-25.36658,-57.39801,0193,1,2022-10-05 (Ma),2022,10,5,11
13341323,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:52,MO,2300,5799,3,4,-25.3671,-57.398,0193,1,2022-10-05 (Ma),2022,10,5,11
13341387,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:44,MO,2300,5798,3,4,-25.3671,-57.398,0193,1,2022-10-05 (Ma),2022,10,5,11
13341416,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:40,MO,2300,5797,3,4,-25.36723,-57.39799,0193,1,2022-10-05 (Ma),2022,10,5,11
13341481,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:34,MO,2300,5796,3,4,-25.36723,-57.39799,0193,1,2022-10-05 (Ma),2022,10,5,11
13341607,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:18,MO,2300,5795,3,4,-25.36788,-57.39807,0193,1,2022-10-05 (Ma),2022,10,5,11
13341673,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:12,MO,2300,5794,3,4,-25.36808,-57.39809,0193,1,2022-10-05 (Ma),2022,10,5,11
13341732,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:06,MO,2300,5793,3,4,-25.36808,-57.39809,0193,1,2022-10-05 (Ma),2022,10,5,11
13341766,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:08:02,MO,2300,5792,3,4,-25.36806,-57.39809,0193,1,2022-10-05 (Ma),2022,10,5,11
13341806,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 11:07:58,MO,2300,5791,3,4,-25.36806,-57.39809,0193,1,2022-10-05 (Ma),2022,10,5,11
13356539,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 10:35:16,MO,2300,5790,3,4,-25.39226,-57.35487,0192,1,2022-10-05 (Ma),2022,10,5,10
13364735,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 10:16:54,MO,2300,5788,3,4,-25.38577,-57.36826,0193,1,2022-10-05 (Ma),2022,10,5,10
13366938,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 10:12:16,MO,2300,5787,3,4,-25.38166,-57.37615,0193,1,2022-10-05 (Ma),2022,10,5,10
13368489,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 10:08:42,MO,2300,5786,3,4,-25.37586,-57.37291,0193,1,2022-10-05 (Ma),2022,10,5,10
13371021,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 10:03:04,MO,2300,5785,3,4,-25.36456,-57.39169,0193,1,2022-10-05 (Ma),2022,10,5,10
13372891,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:59:00,MO,2300,5784,3,4,-25.37719,-57.3985,0193,1,2022-10-05 (Ma),2022,10,5,9
13373345,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:58:08,MO,2300,5783,3,4,-25.37738,-57.3982,0193,1,2022-10-05 (Ma),2022,10,5,9
13373581,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:57:36,MO,2300,5782,3,4,-25.37813,-57.39845,0193,1,2022-10-05 (Ma),2022,10,5,9
13374834,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:54:46,MO,2300,5781,3,4,-25.37979,-57.39817,0193,1,2022-10-05 (Ma),2022,10,5,9
13383026,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:36:16,MO,2300,5780,3,4,-25.39167,-57.35601,0192,1,2022-10-05 (Ma),2022,10,5,9
13383086,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:36:10,MO,2300,5779,3,4,-25.39167,-57.35601,0192,1,2022-10-05 (Ma),2022,10,5,9
13383119,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:36:06,MO,2300,5778,3,4,-25.39167,-57.35601,0192,1,2022-10-05 (Ma),2022,10,5,9
13383156,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:36:00,MO,2300,5777,3,4,-25.39167,-57.35601,0192,1,2022-10-05 (Ma),2022,10,5,9
13383182,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:35:56,MO,2300,5776,3,4,-25.39167,-57.35601,0192,1,2022-10-05 (Ma),2022,10,5,9
13383257,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:35:44,MO,2300,5775,3,4,-25.39167,-57.35601,0192,1,2022-10-05 (Ma),2022,10,5,9
13383294,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:35:38,MO,2300,5774,3,4,-25.39167,-57.35601,0192,1,2022-10-05 (Ma),2022,10,5,9
13383317,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:35:34,MO,2300,5773,3,4,-25.39167,-57.35601,0192,1,2022-10-05 (Ma),2022,10,5,9
13392517,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:15:56,MO,2300,5771,3,4,-25.38583,-57.36795,0193,1,2022-10-05 (Ma),2022,10,5,9
13392965,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:15:02,MO,2300,5770,3,4,-25.38385,-57.37212,0193,1,2022-10-05 (Ma),2022,10,5,9
13395463,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:09:48,MO,2300,5769,3,4,-25.3831,-57.37335,0193,1,2022-10-05 (Ma),2022,10,5,9
13396138,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:08:16,MO,2300,5768,3,4,-25.38146,-57.37135,0193,1,2022-10-05 (Ma),2022,10,5,9
13396195,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:08:10,MO,2300,5767,3,4,-25.38102,-57.37159,0193,1,2022-10-05 (Ma),2022,10,5,9
13397066,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:06:08,MO,2300,5766,3,4,-25.37511,-57.3731,0193,1,2022-10-05 (Ma),2022,10,5,9
13399103,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:01:36,MO,2300,5765,3,4,-25.3645,-57.39179,0193,1,2022-10-05 (Ma),2022,10,5,9
13399739,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 09:00:12,MO,2300,5764,3,4,-25.36622,-57.39801,0193,1,2022-10-05 (Ma),2022,10,5,9
13415018,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 08:29:30,MO,2300,5763,3,4,-25.39606,-57.34927,0192,1,2022-10-05 (Ma),2022,10,5,8
13415142,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-05 08:29:16,MO,2300,5762,3,4,-25.3963,-57.3488,0192,1,2022-10-05 (Ma),2022,10,5,8
13648926,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 20:02:48,MO,2300,5761,3,4,-25.39505,-57.34953,0193,1,2022-10-04 (Lu),2022,10,4,20
13648948,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 20:02:44,MO,2300,5760,3,4,-25.39505,-57.34953,0193,1,2022-10-04 (Lu),2022,10,4,20
13668718,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 19:17:16,MO,2300,5759,3,4,-25.36584,-57.3979,0192,1,2022-10-04 (Lu),2022,10,4,19
13675591,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 19:05:02,MO,2300,5757,3,4,-25.39193,-57.35566,0192,1,2022-10-04 (Lu),2022,10,4,19
13677099,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 19:02:32,MO,2300,5756,3,4,-25.39466,-57.35038,0192,1,2022-10-04 (Lu),2022,10,4,19
13699419,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:29:10,MO,2300,5755,3,4,-25.37529,-57.39885,0193,1,2022-10-04 (Lu),2022,10,4,18
13700142,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:28:12,MO,2300,5754,3,4,-25.37717,-57.39851,0193,1,2022-10-04 (Lu),2022,10,4,18
13700230,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:28:06,MO,2300,5753,3,4,-25.37726,-57.39823,0193,1,2022-10-04 (Lu),2022,10,4,18
13708056,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:19:14,MO,2300,5752,3,4,-25.36475,-57.39613,0192,1,2022-10-04 (Lu),2022,10,4,18
13719488,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:07:44,MO,2300,5751,3,4,-25.38898,-57.36114,0192,1,2022-10-04 (Lu),2022,10,4,18
13719567,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:07:40,MO,2300,5750,3,4,-25.38905,-57.36089,0192,1,2022-10-04 (Lu),2022,10,4,18
13722543,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:04:28,MO,2300,5749,3,4,-25.39396,-57.35164,0192,1,2022-10-04 (Lu),2022,10,4,18
13722634,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:04:22,MO,2300,5748,3,4,-25.39396,-57.35164,0192,1,2022-10-04 (Lu),2022,10,4,18
13725191,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 18:01:28,MO,2300,5747,3,4,-25.39542,-57.34944,0192,1,2022-10-04 (Lu),2022,10,4,18
13750618,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:33:48,MO,2300,5746,3,4,-25.39619,-57.34782,0192,1,2022-10-04 (Lu),2022,10,4,17
13751637,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:32:44,MO,2300,5745,3,4,-25.39619,-57.34782,0192,1,2022-10-04 (Lu),2022,10,4,17
13760117,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:24:18,MO,2300,5744,3,4,-25.3849,-57.37035,0193,1,2022-10-04 (Lu),2022,10,4,17
13769261,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:15:52,MO,2300,5743,3,4,-25.37014,-57.37708,0193,1,2022-10-04 (Lu),2022,10,4,17
13769380,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:15:46,MO,2300,5742,3,4,-25.36981,-57.37786,0193,1,2022-10-04 (Lu),2022,10,4,17
13776230,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:09:30,MO,2300,5741,3,4,-25.3659,-57.39787,0193,1,2022-10-04 (Lu),2022,10,4,17
13776332,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:09:24,MO,2300,5740,3,4,-25.36612,-57.39792,0193,1,2022-10-04 (Lu),2022,10,4,17
13776467,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:09:18,MO,2300,5739,3,4,-25.36677,-57.39794,0193,1,2022-10-04 (Lu),2022,10,4,17
13776529,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:09:14,MO,2300,5738,3,4,-25.36677,-57.39794,0193,1,2022-10-04 (Lu),2022,10,4,17
13776614,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:09:10,MO,2300,5737,3,4,-25.36754,-57.39799,0193,1,2022-10-04 (Lu),2022,10,4,17
13776729,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 17:09:04,MO,2300,5736,3,4,-25.36754,-57.39799,0193,1,2022-10-04 (Lu),2022,10,4,17
13795098,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:47:30,MO,2300,5735,3,4,-25.36866,-57.38049,0192,1,2022-10-04 (Lu),2022,10,4,16
13795852,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:46:26,MO,2300,5734,3,4,-25.37128,-57.37526,0192,1,2022-10-04 (Lu),2022,10,4,16
13801033,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:39:32,MO,2300,5733,3,4,-25.39079,-57.35775,0192,1,2022-10-04 (Lu),2022,10,4,16
13801087,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:39:28,MO,2300,5732,3,4,-25.39107,-57.3572,0192,1,2022-10-04 (Lu),2022,10,4,16
13801137,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:39:24,MO,2300,5731,3,4,-25.39107,-57.3572,0192,1,2022-10-04 (Lu),2022,10,4,16
13801210,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:39:18,MO,2300,5730,3,4,-25.3914,-57.35654,0192,1,2022-10-04 (Lu),2022,10,4,16
13801258,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:39:14,MO,2300,5729,3,4,-25.3914,-57.35654,0192,1,2022-10-04 (Lu),2022,10,4,16
13824878,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:06:44,CR,100,5726,3,4,-25.36583,-57.38514,0193,1,2022-10-04 (Lu),2022,10,4,16
13824879,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:06:44,MO,2200,5725,3,4,-25.36583,-57.38514,0193,1,2022-10-04 (Lu),2022,10,4,16
13826303,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:04:40,MO,2300,5724,3,4,-25.36428,-57.3931,0193,1,2022-10-04 (Lu),2022,10,4,16
13826349,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:04:36,MO,2300,5723,3,4,-25.36428,-57.3931,0193,1,2022-10-04 (Lu),2022,10,4,16
13826721,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 16:04:00,MO,2300,5722,3,4,-25.36437,-57.39531,0193,1,2022-10-04 (Lu),2022,10,4,16
13840450,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:41:08,MO,2300,5721,3,4,-25.37938,-57.37229,0192,1,2022-10-04 (Lu),2022,10,4,15
13845811,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:32:24,MO,2300,5720,3,4,-25.39442,-57.35062,0192,1,2022-10-04 (Lu),2022,10,4,15
13845864,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:32:20,MO,2300,5719,3,4,-25.39442,-57.35062,0192,1,2022-10-04 (Lu),2022,10,4,15
13846477,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:31:22,MO,2300,5718,3,4,-25.39543,-57.34949,0192,1,2022-10-04 (Lu),2022,10,4,15
13849605,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:26:32,MO,2300,5717,3,4,-25.39611,-57.34787,0192,1,2022-10-04 (Lu),2022,10,4,15
13849728,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:26:22,MO,2300,5716,3,4,-25.39611,-57.34787,0192,1,2022-10-04 (Lu),2022,10,4,15
13860640,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:10:02,MO,2300,5715,3,4,-25.371,-57.37556,0193,1,2022-10-04 (Lu),2022,10,4,15
13860704,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:09:56,MO,2300,5714,3,4,-25.37057,-57.37611,0193,1,2022-10-04 (Lu),2022,10,4,15
13863710,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:05:26,MO,2300,5713,3,4,-25.36484,-57.39077,0193,1,2022-10-04 (Lu),2022,10,4,15
13866154,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:01:24,MO,2300,5712,3,4,-25.37533,-57.39894,0193,1,2022-10-04 (Lu),2022,10,4,15
13866690,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 15:00:26,MO,2300,5711,3,4,-25.37753,-57.39828,0193,1,2022-10-04 (Lu),2022,10,4,15
13873942,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:47:10,MO,2300,5710,3,4,-25.3642,-57.39336,0192,1,2022-10-04 (Lu),2022,10,4,14
13879976,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:36:28,MO,2300,5709,3,4,-25.39165,-57.35605,0192,1,2022-10-04 (Lu),2022,10,4,14
13881411,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:33:56,MO,2300,5708,3,4,-25.39433,-57.35089,0192,1,2022-10-04 (Lu),2022,10,4,14
13881469,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:33:50,MO,2300,5707,3,4,-25.39433,-57.35089,0192,1,2022-10-04 (Lu),2022,10,4,14
13886801,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:24:30,MO,2300,5706,3,4,-25.39608,-57.34782,0192,1,2022-10-04 (Lu),2022,10,4,14
13886886,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:24:22,MO,2300,5705,3,4,-25.39608,-57.34782,0192,1,2022-10-04 (Lu),2022,10,4,14
13894879,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:10:38,MO,2300,5704,3,4,-25.37875,-57.37254,0193,1,2022-10-04 (Lu),2022,10,4,14
13895102,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:10:12,MO,2300,5703,3,4,-25.37816,-57.37267,0193,1,2022-10-04 (Lu),2022,10,4,14
13896701,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:07:16,MO,2300,5702,3,4,-25.36895,-57.3797,0193,1,2022-10-04 (Lu),2022,10,4,14
13897051,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:06:40,MO,2300,5701,3,4,-25.3685,-57.38079,0193,1,2022-10-04 (Lu),2022,10,4,14
13898243,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:04:38,MO,2300,5700,3,4,-25.36515,-57.3898,0193,1,2022-10-04 (Lu),2022,10,4,14
13899147,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 14:02:54,MO,2300,5699,3,4,-25.36637,-57.39801,0193,1,2022-10-04 (Lu),2022,10,4,14
13900788,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 13:59:54,MO,2300,5698,3,4,-25.37714,-57.39858,0193,1,2022-10-04 (Lu),2022,10,4,13
13901789,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 13:57:58,MO,2300,5697,3,4,-25.37941,-57.39883,0193,1,2022-10-04 (Lu),2022,10,4,13
13901825,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 13:57:54,MO,2300,5696,3,4,-25.37941,-57.39883,0193,1,2022-10-04 (Lu),2022,10,4,13
13915399,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 13:33:28,CR,1100,5693,3,4,-25.3925,-57.35433,0192,1,2022-10-04 (Lu),2022,10,4,13
13915402,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 13:33:28,MO,1200,5692,3,4,-25.3925,-57.35433,0192,1,2022-10-04 (Lu),2022,10,4,13
13922360,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 13:22:30,MO,2300,5691,3,4,-25.39172,-57.35619,0193,1,2022-10-04 (Lu),2022,10,4,13
13924437,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 13:19:16,MO,2300,5690,3,4,-25.37973,-57.38005,0193,1,2022-10-04 (Lu),2022,10,4,13
13926672,18f6e00ec04d8e05438254c3b1e8502b,041e3ee24e6180,2022-10-04 13:15:54,MO,2300,5689,3,4,-25.38404,-57.37149,0193,1,2022-10-04 (Lu),2022,10,4,13
